Unnamed: 0,No.,Title,Artist(s),lyrics,genres
24,25,"""Little Red Corvette""",Prince,"61 ContributorsLittle Red Corvette Lyrics“Little Red Corvette” is arguably the greatest song about a one night stand in history. He compares this woman to an exciting ride in a powerful sports car.
It was the second single from 1999 and became… Read More 
I guess I should've known by the way you parked your car sideways
That it wouldn't last
See, you're the kinda person that believes in makin' out once
Love 'em and leave 'em fast
I guess I must be dumb 'cause you had a pocket full of horses
Trojan and some of them used

But it was Saturday night, I guess that makes it all right
And you say,  ""What have I got to lose?""

And, honey, I say, little red Corvette
Baby, you're much too fast (Oh)
Little red Corvette
You need a love that's gonna last

I guess I should've closed my eyes when you drove me to the place
Where your horses run free
'Cause I felt a little ill when I saw all the pictures
Of the jockeys that were there before me
Believe it or not, I started to worry
I wondered if I had enough class

But it was Saturday night, I guess that makes it all right
And you say, ""Baby, have you got enough gas?""
Oh, yeah!

Little red Corvette
Baby, you're much too fast
(Yes, you are)
Little red Corvette
You need to find a love that's gonna last
(Oh, oh)

Ooh, oooh, oooh
Ooh, oooh, oooh

A body like yours oughta be in jail
'Cause it's on the verge of bein' obscene
Move over, baby, gimme the keys
I'm gonna try to tame your little red love machine

Little red Corvette
Baby, you're much too fast
Little red Corvette
Need to find a love that's gonna last, hey hey

Little red Corvette
Honey, you got to slow down (Got to slow down)
Little red Corvette
'Cause if you don't, you're gonna run your little red Corvette right in the ground
(Little red Corvette)
Right down to the ground (Honey, you got to slow down)
You, you, you got to slow down
(Little red Corvette)
You're movin' much too fast, too fast
Need to find a love that's gonna last

Girl, you got an ass like I never seen, ow!
And the ride
I say the ride is so smooth, you must be a limousine
Ow!

Baby, you're much too fast
Little red Corvette
You need a love, you need a love that's, uh, that's gonna last
(Little red Corvette)

Babe, you got to slow down (You got to slow down)
Little red Corvette
'Cause if you don't, 'cause if you don't
You're gonna run your body right into the ground (Right into the ground)
Right into the ground (Right into the ground)
Right into the ground (Right into the ground)
Little red Corvette","funk, pop, soul, rock, 80s"
25,26,"""Back on the Chain Gang""",The Pretenders,"25 ContributorsBack on the Chain Gang Lyrics“Back On The Chain Gang” was originally released as a standalone single in the fall of 1982, a year after their second album Pretenders II. It became the band’s first of two top 10 US hits. It also reached… Read More 
I found a picture of you, oh oh oh oh
What hijacked my world that night
To a place in the past we've been cast out of? oh oh oh oh
Now we're back in the fight

We're back on the train
Oh, back on the chain gang

A circumstance beyond our control, oh oh oh oh
The phone, the TV, and the news of the world
Got in the house like a pigeon from hell, oh oh oh oh
Threw sand in our eyes and descended like flies

Put us back on the train
Oh, back on the chain gang

The powers that be that force us to live like we do
Bring me to my knees when I see what they've done to you
But I'll die as I stand here today knowing that deep in my heart
They'll fall to ruin one day for making us part

I found a picture of you, oh oh oh oh
Those were the happiest days of my life
Like a break in the battle was your part, oh oh oh oh
In the wretched life of a lonely heart

Now we're back on the train
Oh, back on the chain gang","rock, new wave, 80s, female vocalists, classic rock"
26,27,"""Up Where We Belong""",Joe Cocker and Jennifer Warnes,"32 ContributorsUp Where We Belong LyricsRecorded for the 1982 film An Officer and a Gentleman, this duet was recorded by English folk singer Joe Cocker and American film soundtrack specialist Jennifer Warnes. It topped the US Billboard Hot 100 … Read More 
Who knows what tomorrow brings
In a world few hearts survive
All I know is the way I feel
When it's real, I keep it alive

The road is long
There are mountains in our way
But we climb a step every day

Love lift us up where we belong
Where the eagles cry, on a mountain high
Love lift us up where we belong
Far from the world below, up where the clear winds blow

Some hang on to ""Used to be""
Live their lives looking behind
All we have is here and now
All our lives, out there to find

The road is long
There are mountains in our way
But we climb a step every day

Love lift us up where we belong
Where the eagles cry, on a mountain high
Love lift us up where we belong
Far from the world we know, where the clear wind blows

Time goes by
No time to cry
Life's you and I
Alive, today

Love lift us up where we belong
Where the eagles cry, on a mountain high
Love lift us up where we belong
Far from the world we know, where the clear winds blow
Love lift us up where we belong
Where the eagles cry, on a mountain high
Love lift us up where we belong","80s, classic rock, pop, rock, new wave"
27,28,"""Mr. Roboto""",Styx,"53 ContributorsMr. Roboto LyricsThe 1983 multi-message hit, combining Japanese (the “land of robots”) and English, topping at No. 3 in the charts. The song addresses a robot in a futuristic prison in which the hero – rocker Robert Orin… Read More ​
(Domo arigato, Mr. Roboto)
Domo arigato, Mr. Roboto, mata au himade
Domo arigato, Mr. Roboto, himitsu wo shiri tai

You're wondering who I am (Secret, secret, I've got a secret)
Machine or mannequin (Secret, secret, I've got a secret)
With parts made in Japan (Secret, secret, I've got a secret)
I am the Modren Man
I've got a secret I've been hiding under my skin
My heart is human, my blood is boiling, my brain IBM
So if you see me acting strangely, don't be surprised
I'm just a man who needed someone and somewhere to hide
To keep me alive, just keep me alive
Somewhere to hide to keep me alive

I'm not a robot without emotions, I'm not what you see
I've come to help you with your problems, so we can be free
I'm not a hero, I'm not a savior, forget what you know
I'm just a man whose circumstances went beyond his control
Beyond my control, we all need control
I need control, we all need control

I am the Modern Man (Secret, secret, I've got a secret)
Who hides behind a mask (Secret, secret, I've got a secret)
So no one else can see (Secret, secret, I've got a secret)
My true identity

Domo arigato, Mr. Roboto
Domo (Domo), domo, (Domo)
Domo arigato, Mr. Roboto
Domo (Domo), domo, (Domo)
Domo arigato, Mr. Roboto
Domo arigato, Mr. Roboto
Domo arigato, Mr. Roboto
Domo arigato, Mr. Roboto
(Domo arigato, Mr. Roboto) Thank you very much, Mr. Roboto
(Domo arigato, Mr. Roboto) For doing the jobs that nobody wants to
(Domo arigato, Mr. Roboto) And thank you very much, Mr. Roboto
(Domo arigato, Mr. Roboto) For helping me escape just when I needed to
(Domo arigato, Mr. Roboto) Thank you! Thank you, thank you!
(Domo arigato, Mr. Roboto) I wanna thank you!
(Domo arigato, Mr. Roboto) Please, thank you!
(Domo arigato, Mr. Roboto) Ohh, oh-oh-oh
Yah-ah!
​
The problem's plain to see
Too much technology
Machines to save our lives
Machines dehumanize

The time has come at last (Secret, secret, I've got a secret)
To throw away this mask (Secret, secret, I've got a secret)
Now everyone can see (Secret, secret, I've got a secret)
My true identity
I'm Kilroy!
Kilroy!
Kilroy!
Kilroy","classic rock, Progressive rock, rock, hard rock, 80s"
28,29,"""You Are""",Lionel Richie,"15 ContributorsYou Are Lyrics
Baby you'll find
There's only one love
Yours and mine
I've got so much love
And needing you so
My love for you
I'll never let go
I've got so much love
All I want is to hold you
Let me show how much I love you baby (Show you)
I don't mind and I don't mind (Loving you)
Girl I love you
There's no one above you

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(oh oh oh oh yeah yeah)

Tell me it's true
I can't believe you do what you do
I've got so much love
And my love you'll see
We'll stay together, just you and me
I've got so much love
Only you (know me)
Tell me how to love you baby (Show me)
I don't mind and I don't mind (Tell me)
Girl, I love you
Always thinking of you

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh oh oh oh yeah yeah)

I know you know the way I feel
And I need your love for always
Cause when I'm with you
I fall in love
Again and again and again, baby

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh oh oh oh yeah yeah)

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh oh oh oh )

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh oh oh oh)

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh oh oh oh yeah yeah)","soul, pop, 80s, rnb, motown"
29,30,"""Der Kommissar""",After the Fire,"19 ContributorsDer Kommissar Lyrics“Der Kommissar” is a 1981 song originally performed by Austrian singer Falco. It was covered in 1982 by the English band After The Fire.  Both Falco and After The Fire used a mix of German and English lyrics… Read More 
Zwei, drei, vier, one, two, three, it's easy to see
But it's not that I don't care, so
'Cause I hear it all the time but they never let you know
On the TV and the radio, cha
She was young, her heart was pure
But every night is bright she got
She said, ""Sugar is sweet"", she come a-rappin' to the beat
Then I knew that she was hot, she was singin'

Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
You're in his eye and you'll know why
The more you live, the faster you will die

Alles klar, Herr Kommissar?

She said, ""Babe, you know I miss Jill and Joe
And all my funky friends""
But my street understanding was just enough to know
What she really meant
And I got to thinkin' while she was talkin'
That I know she told the story
Of those special places that she goes
And when she rides with the others in the subway singin'

Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
And if he talks to you and you don't know why
You say your life is gonna make you die

Alles klar, Herr Kommissar?

Cha, cha, cha, cha, cha, cha
Cha, cha, cha, cha, cha, cha

Well, we meet Jill and Joe and brother Herr
With the whole cool gang and all
They're rappin' here, they're rappin' there
And she's climbin' on the wall
It's a clear case, Herr Kommissar
'Cause all the children know
They're all slidin' down into the valley
They're all slipping on the same snow, hear the children

Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
He's got the power and you're so weak
And your frustration will not let you speak (La, la, la, la, la, la)
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
And if he talks to you, then you'll know why
The more you live, the faster you will die
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh (Alles klar, Herr Kommissar?)
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh

Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh
Don't turn around, whoa-uh-oh (Ja, ja)
Der Kommissar's in town, whoa-uh-oh","new wave, 80s, Progressive rock, pop, synthpop"
30,31,"""Puttin' on the Ritz""",Taco,"33 ContributorsPuttin’ on the Ritz Lyrics“Puttin' On The Ritz” was written in the 1920s by songwriter Irving Berlin and first used in the 1930 Edward Sloman film named after it. Actor-dancer Fred Astaire made the song famous again in the 1940s with… Read More 
If you're blue and you don't know where to go to
Why don't you go where fashion sits?
Puttin' on the Ritz
Different types who wear a day-coat
Pants with stripes and cutaway-coat, perfect fits
Puttin' on the Ritz

Dressed up like a million-dollar trouper
Trying hard to look like Gary Cooper (Super duper)
Come, let's mix where Rockefellers
Walk with sticks or umbrellas in their mitts
Puttin' on the Ritz

Have you seen the well-to-do
Up and down Park Avenue?
On that famous thoroughfare
With their noses in the air
High hats and Arrow collars
White spats and lots of dollars
Spending every dime for a wonderful time

If you're blue and you don't know where to go to
Why don't you go where fashion sits?
Puttin' on the Ritz
Different types who wear a day-coat
Pants with stripes and cutaway-coat, perfect fits
Puttin' on the Ritz

Dressed up like a million-dollar trouper
Trying hard to look like Gary Cooper (Super duper)
Come, let's mix where Rockefellers
Walk with sticks or umbrellas in their mitts
Puttin' on the Ritz

Dressed up like a million-dollar trouper
Trying hard to look like Gary Cooper (Super duper)
If you're blue and you don't know where to go to
Why don't you go where fashion sits?
Puttin' on the Ritz
Puttin' on the Ritz
Puttin' on the Ritz
Puttin' on the Ritz

Downtown, uptown
Get your kicks at the Ritz
Dine and wine, but not 'til nine
The time is right for us tonight
We can move, move to the rhythm
We can move, dance to the rhythm nice and easy
I want you to move
Put it on, puttin' it on, puttin' it on, puttin' it on
The R-I-T-Z, how about you and me says—

Gotta dance
Gotta dance

If you're blue and you don't know where to go to
Why don't you go where fashion sits?
Puttin' on the Ritz
Puttin' on the Ritz
Puttin' on the Ritz","new wave, 80s, pop, german, Disco"
31,32,"""Sexual Healing""",Marvin Gaye,"59 ContributorsSexual Healing LyricsReleased in 1982, “Sexual Healing” is one of Marvin Gaye’s most popular songs, and his last to reach the top 20 in the US, UK and Australia. It won the Grammy Award for Best Male R&B Vocal Perfomance and the… Read More 
Get up, get up, get up, get up
Wake up, wake up, wake up, wake up
Oh baby, now let's get down tonight
Ooh

Baby I'm hot just like an oven (Heal me, my darling)
I need some lovin' (Heal me, my darling)
And baby, I can't hold it much longer (Heal me, my darling)
It's getting stronger and stronger (Heal me, my darling)

And when I get that feeling
I want sexual healing
Sexual healing, oh baby
Makes me feel so fine
Helps to relieve my mind
Sexual healing, baby, is good for me
Sexual healing is something that's good for me

Whenever blue teardrops are falling
And my emotional stability is leaving me
There is something I can do
I can get on the telephone and call you up, baby, and
Honey, I know you'll be there to relieve me
The love you give to me will free me
If you don't know the thing you're dealing
Oh, I can tell you, darling, that it's sexual healing

(Get up, get up, get up, get up)
Let's make love tonight
(Wake up, wake up, wake up, wake up)
'Cause you do it right

Baby, I got sick this morning (Heal me, my darling)
A sea was storming inside of me (Heal me, my darling)
Baby, I think I'm capsizing (Heal me, my darling)
The waves are rising and rising (Heal me, my darling)

And when I get that feeling
I want sexual healing
Sexual healing is good for me
Makes me feel so fine, it's such a rush
Helps to relieve the mind, and it's good for us
Sexual healing, baby, it's good for me
Sexual healing is something that's good for me

And it's good for me, and it's so good to me
My baby, ohhh
Come take control, just grab a hold
Of my body and mind, soon we'll be making it, honey
Oh, we're feeling fine
You're my medicine, open up and let me in
Darling, you're so great
I can't wait for you to operate

(Heal me, my darling)
I can't wait for you to operate

When I get this feeling (Heal me, my darling)
I need sexual healing
Oh, when I get this feeling (Heal me, my darling)
I need sexual healing
I gotta have sexual healing, darling (Heal me, my darling)
'Cause I'm all alone
I need sexual healing, darling (Heal me, my darling)
'Til you come back home
Please don't procrastinate (Heal me, my darling)
It's not good to masturbate","soul, funk, motown, rhythm and blues, rnb"
32,33,"""(Keep Feeling) Fascination""",The Human League,"14 Contributors(Keep Feeling) Fascination Lyrics
If it seems a little time is needed
Decisions to be made
The good advice of friends unheeded
The best of plans mislaid
Just looking for a new direction
In an old familiar way
The forming of a new connection
To study or to play

And so the conversation turned
Until the sun went down
And many fantasies were learned
On that day

Keep feeling fascination
Passion burning
Love so strong
Keep feeling fascination
Looking, learning
Moving on

Well, the truth may need some rearranging
Stories to be told
And plain to see the facts are changing
No meaning left to hold

And so the conversation turned
Until the sun went down
And many fantasies were learned
On that day

Keep feeling fascination
Passion burning
Love so strong
Keep feeling fascination
Looking, learning
Moving on

And so the conversation turned
Until the sun went down
And many fantasies were learned
On that day

Keep feeling fascination
Passion burning
Love so strong
Keep feeling fascination
Looking, learning
Moving on
Keep feeling fascination
Passion burning
Love so strong
Keep feeling fascination
Looking, learning
Moving on
Keep feeling fascination
Passion burning
Love so strong
Keep feeling fascination
Looking, learning
Moving on","new wave, synthpop, 80s, electronic, synth pop"
33,34,"""Time (Clock of the Heart)""",Culture Club,"12 ContributorsTime (Clock of the Heart) Lyrics
Don't put your head on my shoulder
Sink me in a river of tears
This could be the best place yet
But you must overcome your fears

Ooh in time it could have been so much more
The time is precious I know
In time it could have been so much more
The time has nothing to show

Because time won't give me time
And time makes lovers feel
Like they've got something real
But you and me we know
They've got nothing but time
And time won't give me time
Won't give me time
(Time, Time, Time...)

Don't make me feel any colder
Time is like a clock in my heart
Touch we touch was the heat too much
I felt I lost you from the start

Ooh, in time it could have been so much more
The time is precious I know
In time it could have been so much more
The time has nothing to show

Because time won't give me time
And time makes lovers feel
Like they've got something real
But you and me we know
They've got nothing but time
And time won't give me time
Won't give me time
(Time, Time, Time...)


Ooh, in time it could have been so much more
The time is precious I know
In time it could have been so much more
The time has nothing to show

Because time won't give me time
And time makes lovers feel
Like they've got something real
But you and me we know
They've got nothing but time

And you know time won't give me time
And time makes lovers feel
Like they've got something real
But you and me we know
They've got nothing but time
And you know time won't give me time
And time makes lovers feel","80s, new wave, pop, british, synth pop"
34,35,"""The Safety Dance""",Men Without Hats,"52 ContributorsThe Safety Dance LyricsSafety Dance was initially a flop, just like the band’s first single. But then it was remixed into a 12 inch single that became a #1 dance hit.
According to Men Without Hats guitarist Stefan Doroschuk, the… Read More 
We can dance if we want to
We can leave your friends behind
'Cause your friends don't dance
And if they don't dance
Well they're no friends of mine
I say, we can go where we want to
A place where they'll never find
And we can act like we come from out of this world
Leave the real one far behind
We can dance (Danser)

We can go where we want to
The night is young and so am I
And we can dress real neat
From our hats to our feet
And surprise 'em with a victory cry
I say, we can act if we want to
If we don't, nobody will
And you can act real rude
And totally removed
And I can act like an imbecile

I say, we can dance, we can dance
Everything is out of control
We can dance, we can dance
We're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance

Safe to dance, well, it's safe to dance
Yes, it's safe to dance

We can dance if we want to
We've got all your life and mine
As long as we abuse it, never gonna lose it
Everything will work out right
I say, We can dance if we want to
We can leave your friends behind
'Cause your friends don't dance
And if they don't dance
Well they're no friends of mine

I say, we can dance, we can dance
Everything is out of control
We can dance, we can dance
We're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance

Oh well, it's safe to dance
Ah, yes, it's safe to dance
Oh well, it's safe to dance
Oh well, it's safe to dance
Oh, yes, it's safe to dance
Oh, it's safe to dance, yeah
Well, it's safe to dance
It's a safety dance
Oh, it's a safety dance
Oh, it's a safety dance
Oh, it's a safety dance
Oh, it's a safety dance","new wave, 80s, synthpop, Canadian, pop"
35,36,"""Mickey""",Toni Basil,"30 ContributorsMickey Lyrics“Mickey” is the lead single off of Word of Mouth. The song is a reworked cover of “Kitty” by the UK music group Racey in 1979. However, Basil added the “you’re so fine you blow my mind” chant herself.
Its… Read More 
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey

Hey, Mickey
You've been around all night
And that's a little long
You think you've got the right
But I think you've got it wrong
Why can’t you say goodnight
So you can take me home Mickey?
'Cause when you say you will
It always means you won't
You're giving me the chills
Baby, please, baby, don't
Every night you still leave me all alone, Mickey

Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you Mickey
Oh, what you do, Mickey, do Mickey
Don't break my heart, Mickey

Hey, Mickey
Now when you take me by the
Who's ever gonna know?
Every time you move I let a little more show
It's something we can use
So don't say no, Mickey
So come on and give it to me anyway you can
Anyway you wanna do it
I'll take it like a man
Oh, please, baby, please
Don't leave me in the jam, Mickey

Oh Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey

Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey

Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey","new wave, pop, 80s, female vocalists, oldies"
36,37,"""You Can't Hurry Love""",Phil Collins,"28 ContributorsYou Can’t Hurry Love Lyrics“You Can’t Hurry Love” is a 1966 song originally recorded by The Supremes on the Motown label.

Collins wanted to try and recreate the ‘Sixties’ sound but as recording studios had become more advanced as… Read More 
I need love, love, ooh, to ease my mind
And I need to find time, someone to call mine
My mama said

""You can't hurry love
No, you'll just have to wait""
She said, ""Love don't come easy
But it's a game of give and take
You can't hurry love (Hoo)
No, you'll just have to wait
Just trust in the good time
No matter how long it takes""

How many heartaches must I stand
Before I find the love to let me live again?
Right now, the only thing that keeps me hanging on
When I feel my strength, ooh, it's almost gone
I remember Mama said

""(You can't hurry love)
No, you'll just have to wait""
She said, ""Love don't come easy
It's a game of give and take""
How long must I wait? (Hoo)
And how much more must I take
Before loneliness
Will cause my heart, heart to break?

No, I can't bear to live my life alone
I've grown impatient for a love to call my own
But when I feel that I, I can't go on
Well, these precious words keep me hanging on
I remember Mama said

""(You can't hurry love)
No, you'll just have to wait""
She said, ""Love don't come easy
But it's a game of give and take
You can't hurry love (Hoo)
No, you'll just have to wait
Just trust in a good time
No matter how long it takes""
And now break!

Now love, love, it don't come easy
But I keep on waiting, anticipating
For that soft voice to talk to me at night
For some tender arms, hold me tight
I keep waiting (Hoo)
'Til that day
But it ain't easy, no (Love don't come easy)
You know it ain't easy, my mama said

""You can't hurry love
No, you'll just have to wait""
She said, ""Love don't come easy
But it's a game of give and take
You can't hurry love (Hoo)
No, you'll just have to wait""
She said, ""Love don't come easy
It's a game of give and take
You can't hurry love
No, you'll just have to wait…""","pop, 80s, rock, classic rock, soft rock"
37,38,"""Separate Ways (Worlds Apart)""",Journey,"45 ContributorsSeparate Ways (Worlds Apart) LyricsThe first track on the album Frontiers and the first single released from the album.
Though it did well in the charts, it is now more known for its infamously bad “concept” music video, to which Jonathan… Read More 

Here we stand
Worlds apart, hearts broken in two, two, two
Sleepless nights
Losing ground, I'm reaching for you, you, you

Feeling that it's gone
Can't change your mind
If we can't go on
To survive the tide
Love divides

Someday, love will find you
Break those chains that bind you
One night will remind you
How we touched and went our separate ways
If he ever hurts you
True love won't desert you
You know I still love you
Though we touched and went our separate ways

Troubled times
Caught between confusion and pain, pain, pain
Distant eyes
Promises we made were in vain, in vain, in vain

If you must go
I wish you luck
You'll never walk alone
Take care, my love
Miss you, love

Someday, love will find you
Break those chains that bind you
One night will remind you
How we touched and went our separate ways
If he ever hurts you
True love won't desert you
You know I still love you
Though we touched and went our separate ways


Oh, someday, love will find you
Break those chains that bind you
One night will remind you
If he ever hurts you
True love won't desert you
You know I still love you

I still love you, girl
I really love you, girl
And if he ever hurts you
True love won't desert you
No!
No!","classic rock, rock, hard rock, 80s, Progressive rock"
38,39,"""One on One""",Daryl Hall & John Oates,"18 ContributorsOne on One LyricsOne on One peaked at #7 on the Billboard Hot 100 and #4 on Billboard’s Adult Contemporary chart in 1983. It also peaked at #8 on Billboard’s R&B Singles chart.
I'm tired of playing on the team
Ooh, it seems I don't get time out anymore
What a change if we set the pace, face to face
No one even trying to score
Oh, oh, I can feel the magic of your touch
And when you move in close a little bit means so much
Ooh, yeah, you've got to understand, baby
Time out is what I'm here for

One on one, I wanna play that game tonight
One on one, I know I wanna play that
One on one, I wanna play that game tonight
One on one, so slow, ooh

You can't tell me you don't miss me girl, no
I think I might know you too well, oh I
Wonder what you'd say if you knew that I was coming tonight
(Want to) I want you can't you tell? Ooh

One on one, I wanna play that game tonight
One on one, I know I wanna play that
One on one, I wanna play that game tonight
One on one, so slow

That's all you need to know now
'Cause if it's really right there's nothing else

One on one, I wanna play that game tonight, ooh
One on one, I know I wanna play that game tonight (One on one, ooh)
One on one, I wanna play that game tonight (One on one, I wanna play that game tonight)
One on one, I wanna play that game, one on one, on one (One on one, on one, on one)

Girl, ooh, there's nothing else but you and me (On one)
I want no one else, I don't want no one else (On one)
Ooh, baby, I'm tired of playing, I'm tired of playing (On one)
Ooh, I don't wanna play those games no more, no more (On one)
I wanna play with you, girl (On one), I wanna play with you, girl (On one)
Just you and me, you and me, you and me (On one)","80s, pop, soft rock, classic rock, rock"
39,40,"""We've Got Tonight""",Kenny Rogers and Sheena Easton,"13 ContributorsWe’ve Got Tonight Lyrics
I know it's late
I know you're weary
I know your plans don't include me
Still here we are
Both of us lonely
Longing for shelter from all that we see

Why should we worry?
No one will care, girl
Look at the stars now, so far away

We've got tonight
Who needs tomorrow?
We've got tonight, babe, why don't you stay?

Deep in my soul
I feel so lonely
All of my hopes fading away
I've longed for love
Like everyone else does
I know I'll keep searching after today

So there it is, girl
We've got it all now
And here we are, babe
What do you say?

We've got tonight
Who needs tomorrow?
We've got tonight, babe, why don't we stay?

I know it's late and I know you're weary
I know your plans don't include me
Still here we are
Both of us lonely, both of us lonely

We've got tonight
Who needs tomorrow?
Let's make it last
Let's find a way
Turn out the light, ohhh, come take my hand now
We've got tonight, babe, why don't we stay?
We've got tonight, babe, why don't we stay?","covers, originals and covers, peculiar covers"
40,41,"""1999""",Prince,"88 Contributors1999 Lyrics“1999” is the titular song and lead single of Prince’s 1982 breakout album. The song–the album opener–introduces an apocalyptic universe that asks the listener to live their life until they can’t anymore, or… Read More 
Don't worry, I won't hurt you
I only want you to have some fun

I was dreamin' when I wrote this
Forgive me if it goes astray
But when I woke up this morning
Could have sworn it was judgement day
The sky was all purple
There were people runnin' everywhere
Tryin' to run from the destruction
You know I didn't even care

'Cause they say
2000, zero-zero, party over, oops, out of time
So tonight, I'm gonna party like it's 1999

I was dreamin' when I wrote this
So sue me if I go too fast
But life is just a party
And parties weren't meant to last
War is all around us
My mind says, ""Prepare to fight""
So if I gotta die
I'm gonna listen to my body tonight
Yeah

They say
2000, zero-zero, party over, oops, out of time
So tonight, I'm gonna party like it's 1999
Yeah, yeah, shh

Lemme tell ya somethin'
If you didn't come to party
Don't bother knockin' on my door, oh, uh, ah
I got a lion in my pocket
And, baby, he's ready to roar, yeah, yeah
Everybody's got a bomb
We could all die any day, oh
But before I'll let that happen
I'll dance my life away
Oh

They say
2000, zero-zero, party over, oops, out of time
(We're runnin' outta time)
So tonight, I'm gonna party like it's 1999
So tonight, we gonna, we gonna, oh
Say it one more time
2000, zero-zero, party over, oops, out of time
No, no
Tonight, I'm gonna party like it's 1999
So tonight, we gonna, we gonna, woo

All right, 1999
You say it, 1999
Ooh, 1999, oh, 1999
Don't stop, don't stop, say it one more time
2000, zero-zero, party over, oops, out of time
Yeah, yeah
Tonight, I'm gonna party like it's 1999
So tonight, we're gonna, we're gonna, woo
Yeah, 1999
Don'tcha wanna go? (1999)
Don'tcha wanna go? (1999)
We could all die any day (1999)
I don't wanna die
I'd rather dance my life away (1999)
Listen to what I'm tryin' to say
Everybody, everybody say, ""Party""
C'mon now, you say, ""Party""
That's right, everybody say, ""Party""
Can't run from revelation, no (Party)
Sing it for your nation, y'all (Party), wow!
Drum it with your fingers, baby (Party)
Telephone's a-ringin', mama (Party)
C'mon, c'mon, you say, ""Party""
Everybody, two times, ""Party""
Woo, work it down to the ground, say, ""Party""
Ooh, ooh, ooh, ooh (Party)
Come on, oh, take my body, baby (Party)
That's right, c'mon, sing the song, ”Party”
(Oh) (Party)
That's right (Party)
Got a lion in my pocket, mama, say, ""Party""
Oh, and he's ready to roar (Party)
Ah

Mommy, why does everybody have a bomb?
Mommy, why does everybody have a bomb?","funk, pop, soul, rock, 80s"
