Unnamed: 0,No.,Title,Artist(s),lyrics,genres
20,21,"""Woman""",Doja Cat,"160 ContributorsTranslationsTürkçeEspañolPortuguêsDeutschFrançaisবাংলা日本語 (Japanese)ItalianoPolskiWoman LyricsTrue to its name, the opening track of Planet Her is an afrobeats ode to the divine feminine in which Doja discusses the different roles women and, in this case, Doja herself, inhabit within society, praising… Read More 
Hey, woman
Hey, woman

(Ayy) Woman
Let me be your woman
Woman, woman, woman (Ayy)
I can be your woman
Woman, woman, woman (Ayy)
Let me be your woman
Woman, woman, woman (Ayy)
I can be your woman
Woman, woman, woman (Ayy)

What you need?
She give tenfold, come here, papa, plant your seed
She can grow right from her womb a family
Provide lovin' overlooked and unappreciated, you see  (Ayy)
You can reciprocate
I got delicious taste, you need a woman's touch in your place
Just protect her and keep her safe
Baby, worship my hips and waist
So feminine with grace
I touch your soul when you hear me say, ""Boy, let me be your woman""

Woman (Daddy)
Let mе be your woman (I know, mm)
Woman, woman, woman (Daddy)
I can be your woman (I know)
Woman, woman, woman (Daddy)
Let mе be your woman (I know)
Woman, woman, woman (Ayy; daddy)
I can be your woman (I know)
Woman, woman, woman

I can be your lady, I'm a woman
I'm a motherfucker, but they got a problem
Put some babies in your life and take away the drama
Put the paper in a picture like a diorama
Gotta face a lot of people of the opposite
'Cause the world told me, ""We ain't got the common sense""
Gotta prove it to myself that I'm on top of shit
And you would never know a god without the goddesses
Honest as fuckin' honest get
And I could be on everything
I mean I could be the leader, head of all the states
I could smile and jiggle it 'til his pockets empty
I could be the CEO, just look at Robyn Fenty
And I'ma be there for you 'cause you on my team, girl
Don't ever think you ain't hella these niggas dream girl
They wanna pit us against each other
When we succeedin' for no reasons
They wanna see us end up like we Regina on Mean Girls
Princess or queen, tomboy or king (Yeah)
You've heard a lot, you've never seen (Nah)
Mother Earth, Mother Mary rise to the top (Top)
Divine feminine, I'm feminine (Wah)

Woman (Daddy)
Let me be your woman (Let me be your; I know)
Woman, woman, woman (I need to be your; daddy)
I can be your woman (I know)
Woman, woman, woman (Daddy)
Let me be your woman (I know)
Woman, woman, woman (Daddy)
I can be your woman (I wanna be; I know)
Woman, woman, woman

(Woman)
Eee (Hey, woman, woman)
Eee, hey (Hey, woman, woman)
Mm, mm (Hey, woman, woman)
(Hey, woman)","pop, rnb, rap, Hip-Hop, hip hop"
21,22,"""Tití Me Preguntó""",Bad Bunny,"44 ContributorsTranslationsEnglishDeutschItalianoРусский (Russian)Tití Me Preguntó Lyrics

Ey

Tití me preguntó si tengo mucha' novia', mucha' novia'
Hoy tengo a una, mañana otra, ey, pero no hay boda
Tití me preguntó si tengo mucha' novia', je, mucha' novia'
Hoy tengo a una, mañana otra

Me la' vo'a llevar a to'a pa' un VIP, un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese"", ey
Que sonrían las que ya les metí
En un VIP,  un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese""
Que sonrían las que ya se olvidaron de mí

Me gustan mucho las Gabriela
Las Patricia, las Nicole, las Sofía
Mi primera novia en kinder, María
Y mi primer amor se llamaba Thalía
Tengo una colombiana que mе escribe to' los día'
Y una mexicana quе ni yo sabía
Otra en San Antonio que me quiere todavía
Y las de PR que todita' son mía'
Una dominicana que es uva bombón
Uva, uva bombón
La de Barcelona que vino en avión
Y dice que mi bicho está cabrón
Yo dejo que jueguen con mi corazón
Quisiera mudarme con toda' pa' una mansión
El día que me case te envío la invitación
Muchacho, deja eso, ey

Tití me preguntó si tengo mucha' novia', mucha' novia'
Hoy tengo una, mañana otra, ey, pero no hay boda
Tití me preguntó si tengo mucha' novia', ey, ey, mucha' novia'
Hoy tengo una, mañana otra (Mañana otra; ¡rra!)

Tití me preguntó-tó-tó-tó-tó-tó-tó-tó
Tití me preguntó-tó-tó-tó-tó-tó-tó-tó (Qué pámpara)
Tití me preguntó-tó-tó-tó-tó-tó-tó-tó
Tití me preguntó-tó-tó-tó-tó (Pero ven acá, muchacho, ¿y para qué tú quiere' tanta' novia'?)

Me la' vo'a llevar a to'a pa' un VIP, un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese"", ey
Que sonrían las que ya les metí
En un VIP,  un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese""
Que sonrían las que ya se olvidaron de mí

Oye, muchacho 'el diablo azaroso
Suelta ese mal vivir que tú tiene' en la calle
Búscate una mujer seria pa' ti
Chacho 'el diablo, coño

Yo quisiera enamorarme
Pero no puedo, pero no puedo, eh, eh
Yo quisiera enamorarme
Pero no puedo, pero no puedo

Sorry, yo no confío, yo no confío
Nah, ni en mí mismo confío
Si quiere' quedarte hoy que hace frío
Y mañana te va', nah
Muchas quieren mi baby gravy
Quieren tener mi primogénito, ey
Y llevarse el crédito
Ya me aburrí, hoy quiero un totito inédito, je
Uno nuevo, uno nuevo, uno nuevo, uno nuevo (Ey)
Hazle caso a tu amiga, ella tiene razón
Yo vo'a romperte el corazón, vo'a romperte el corazón
Ey, no te enamore' de mí (No, no)
No te enamore' de mí (No, no), ey
Sorry, yo soy así (Así, así), ey
No sé por qué soy así (Ey)
Hazle caso a tu amiga, ella tiene razón
Yo vo'a romperte el corazón, vo'a romperte el corazón (Ey, ey)
No te enamore' de mí (No)
No te enamore' de mí (No), no
Sorry, yo soy así
Ya no quiero ser así, no","Reggaeton, latin, trap, puerto rico, rap"
22,23,"""Running Up That Hill (A Deal with God)""",Kate Bush,"150 ContributorsTranslationsEspañolFrançaisΕλληνικάDeutschNederlandsРусский (Russian)Running Up That Hill (A Deal with God) Lyrics“Running Up That Hill (A Deal With God)” is the lead single from 1985’s Hounds of Love, the fifth studio album by Kate Bush. The song’s original title, “A Deal With God,” was changed at the insistence of… Read More 
It doesn't hurt me (Yeah, yeah, yo)
Do you wanna feel how it feels? (Yeah, yeah, yo)
Do you wanna know, know that it doesn't hurt me? (Yeah, yeah, yo)
Do you wanna hear about the deal that I'm makin'? (Yeah, yeah, yo)

You
It's you and me

And if I only could
I'd make a deal with God
And I'd get him to swap our places
Be runnin' up that road
Be runnin' up that hill
Be runnin' up that buildin'
Say, if I only could, oh

You don't wanna hurt me (Yeah, yeah, yo)
But see how deep the bullet lies (Yeah, yeah, yo)
Unaware, I'm tearin' you asunder (Yeah, yeah, yo)
Oh, there is thunder in our hearts (Yeah, yeah, yo)
Is there so much hate for the ones we love? (Yeah, yeah, yo)
Oh, tell me, we both matter, don't we? (Yeah, yeah, yo)

You
It's you and me
It's you and me, won't be unhappy

And if I only could
I'd make a deal with God
And I'd get him to swap our places
Be runnin' up that road
Be runnin' up that hill
Be runnin' up that buildin' (Yo)
Say, if I only could, oh

You (Yeah, yeah, yo)
It's you and me
It's you and me, won't be unhappy (Yeah, yeah, yo)

Oh, come on, baby (Yeah)
Oh, come on, darlin' (Yo)
Let me steal this moment from you now
Oh, come on, angel
Come on, come on, darlin'
Let's exchange the experience (Yo, ooh, ooh)

And if I only could
I'd make a deal with God
And I'd get him to swap our places
I'd be runnin' up that road
Be runnin' up that hill
With no problems
Say, if I only could
I'd make a deal with God
And I'd get him to swap our places
I'd be runnin' up that road
Be runnin' up that hill
With no problems
Say, if I only could
I'd make a deal with God
And I'd get him to swap our places
I'd be runnin' up that road
Be runnin' up that hill
With no problems

Say, if I only could
I'd be runnin' up that hill
With no problems
(If I only could, be runnin' up that hill)
(If I only could, be runnin' up that hill)","female vocalists, singer-songwriter, pop, alternative, 80s"
23,24,"""We Don't Talk About Bruno""","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz and the Encanto cast","7 ContributorsTranslationsEnglishPortuguêsΕλληνικάItalianoFrançaisSuomiSvenskaไทย (Thai)日本語 (Japanese)ქართულიEestiDanskČeskybosanskiไทย (Thai)繁體中文 (Traditional Chinese)БългарскиالعربيةالعربيةFilipinoРусский (Russian)hrvatskiDeutschעברית (Hebrew)NorskCarolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero & Stephanie Beatriz - We dont talk about bruno (toki ni li kama toki pona) Lyrics
Mi toki ala e jan Puno no no no
Mi toki ala e jan Puno, taso

Tenpo suno suli mi la(tenpo suno suli mi la)
Mi len pona. sewi li jo e ike ala (sewi li jo e ike ala)
Jan Puno li kama li sinpin ike (kalama)
Mi anu seme li toki e ni?
Pakala mi, o toki
Ona toki e ni: mi lukin e telo(o toki tan seme)
Lawa mi li ike tan ni(jan mama o awen tan telo)
Suno mi li kama kon sike(ale la suno ni li pona)

Mi toki ala e jan Puno no no no
Mi toki ala e jan Puno

Mi kute jan Puno la mi pilin ike
Ona li toki lili anu suli la mi kute
Kalama pi jan Puno li sama ko kiwen(kasi kasi kasi)
Ken lukin pi tenpo kama li wawa ike
Kulupu mi li pilin ike tan ni
Ona li toki pi tenpo kama li sona ala
Sina sona anu seme e ni
Jan Puno li suli li jo monsi e soweli a
Jan Puno li toki sina la sina ken lukin ala
Ona li sona e pilin sina li moku e kalama sina(a a a)

Mi toki ala e jan Puno no no no
Mi toki ala e jan Puno

Ona li toki e ni
Kala mi li moli(ala)
Ona li toki e ni
Mi kama suli(ala)
Ona li toki e ni
Linja mi li weka(ala)
Ona li lukin e ni la tenpo kama li awen

Ona li toki e ni. tenpo pona mi li
Awen tan tenpo. ni kama e mi
Ona li toki e ni. wawa mi li suli
Sama linja kasi(o. jan Majano li kama lon ni)
Ona li toki e ni. jan olin mi li weka e mi
Li lon jan ante
Ken la mi kute e ona (jan sama mi o)
Mi wile kute ala e toki sina

Mu. Jan Puno
Ni li pi jan Puno
Mi wile sona e jan Puno
O pana mi e toki lon pi jan Puno
Jan Isapela o. olin sina li lon ni
Tenpo moku


Tenpo suno suli mi la,mi len pona(tenpo suno suli mi la);
Mi kute jan Puno la mi pilin ike;
Ona li toki lili anu suli la mi kute;
Jan Puno li suli, li jo monsi e soweli a
(ona li toki e ni. tenpo pona mi li)

Jan Puno li kama li sinpin ike (kalama);
Ken lukin pi tenpo kama li wawa ike, kulupu mi li pilin ike tan ni;
Ona li sona e pilin sina li moku e kalama sina;
(ona li toki e ni. wawa mi li suli)
Mi anu seme li toki ni? pakala mi, o toki;
Ona li toki pi tenpo kama li sona ala sina sona ala sona e ni?;
(sama pi linja kasi)

O. jan majano li kama lon ni

Ona li toki e ni: mi lukin e telo(o toki tan seme)
Ona li toki e ni. jan olin mi li weka e mi
Jan Puno li suli li jo monsi e soweli a
(ona li toki e ni. tenpo pona mi li)

Lawa mi li ike tan ni(jan mama o awen tan telo)
Li lon jan ante
Jan Puno li toki sina la sina ken lukin ala
(awen tan tenpo. ni kama e mi)
Suno mi li kama kon sike(ale la suno ni li pona)
Li lon jan ante, jan ante, mi pona
Ona li sona e pilin sina li moku e kalama sina(a a a)
(mi pona, mi pona, mi pona, mi pona)

Jan Majano li kama

O toki ala e jan Puno (mi toki e jan Puno tan seme)
O toki ala e jan Puno (mi o toki ala e jan Puno)",ranchera; popular colombian music
24,25,"""Late Night Talking""",Harry Styles,"92 ContributorsTranslationsTürkçeEspañolPortuguêsहिन्दी (Hindi)DeutschFrançaisItalianoČeskyLate Night Talking LyricsHaving made its debut the same time Harry Styles first took the Coachella stage, “Late Night Talking” was officially released alongside the artist’s third album, Harry’s House.
With a “classic, 70s-esque… Read More 
Things haven't been quite the same
There's a haze on the horizon, babe
It's only been a couple of days and I miss you, mmm, yeah
When nothing really goes to plan
You stub your toe or break your camera
I'll do everything I can to help you through

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happier, baby

We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

I've never been a fan of change
But I'd follow you to any place
If it's Hollywood or Bishopsgate, I'm coming, too

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happiеr, baby

We've been doin' all this late-night talkin'
'Bout anything you want until thе morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind
Can't get you off my mind (Can't get you off my mind)
I won't even try (I won't even try)
To get you off my mind (Get you off my mind)

We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind (All this late-night talking)
Can't get you off my mind (All this late-night talking)
I won't even try (All this late-night talking)
Can't get you off my— (All this late-night talking)","pop, rock, pop rock, alternative, british"
25,26,"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,"114 ContributorsTranslationsPolskiTürkçeEspañolहिन्दी (Hindi)FrançaisI Like You (A Happier Song) Lyrics“I Like You (A Happier Song)” is — as the title suggests — a track with good vibe and catchy beat, in which Post Malone recruits for the first time the singer and rapper Doja Cat to speak from the perspective… Read More 
Ooh, ooh, ooh
Ooh, ooh

Ooh, girl, I like you, I do
I wanna be your friend, go shoppin' in a Benz
I like you, I do
I’ll hit you when I land, can you fit me in your plans?
I like you, I do
We went to bed in France and we woke up in Japan
I like you, I do (I do), mm

Oh, girl, I know you only like it fancy (Fancy)
So I pull up in that Maybach Candy
Yeah, your boyfriend'll never understand me (Understand)
'Cause I’m 'bout to pull his girl like a hammy, hammy (Wow)
Let's take a li'l dip, li'l lady
Hit PCH, one-eighty
Hey, I been thinkin' lately
That I need someone to save me
Now that I'm famous, I got hoes all around me (What?)
But I need a good girl, I need someone to ground me
So, please bе true, don't fuck around with me
I need someonе to share this heart with me
Fill you up, then run it back again (Run it back again)

Ooh, girl, I like you, I do (I do)
I wanna be your friend, go shoppin’ in a Benz (Woo)
I like you, I do (I do)
I’ll hit you when I land, can you fit me in your plans?
I like you, I do (I do)
We went to bed in France, and we woke up in Japan
I like you, I do, mm, I do

Let me know when you're free
’Cause I been tryna hit it all week, babe
Why you actin' all sweet?
I know that you want li'l ol' me
I get a little OD, but ain’t shit new to a freak
Let me drop bands, put a jewel in ya teeth
He love the way I drip, turn that pool to the beach
And I coulda copped a Birkin but I cop' Celine
Why we got the same taste for the finer things?
Brand new nigga with the same old team
Now he got me on a leash 'cause he said, “No strings”
You know I'm cool with that
Stole the pussy, you ain't get sued for that (Get sued, sued)
Wonder what a nigga might do for that (Do, might do)
I could be your Chaka, where Rufus at? (Where?)
Eighty in the Benz when that roof go back, ay
They don't wanna see us get too attached, ay
I just got a feelin' that we might be friends for a long, long time
You don't mind and you know I like you for that

Ooh, girl, I like you, I do (I do)
I wanna be your friend, go shoppin' in a Benz
I like you, I do (I do)
I'll hit you when I land, can you fit me in your plans? (Baby, yeah)
I like you, I do (I do)
We went to bed in France and we woke up in Japan
I like you, I do (I do), mm, I do

I just want you, I just want you
Your heart's so big, but that ass is huge
Just want you, oh, baby
Do you like me, too? (Yeah, I like you too)

Girl, I like you, I do (I do)
I wanna be your friend, go shoppin' in a Benz
I like you, I do, mm, I do

I like you
Don't want it now, I'm with you",
26,27,"""You Proof""",Morgan Wallen,"20 ContributorsYou Proof Lyrics
Yeah, I've been throwin' down the whiskey
I oughta get my money back
Someone said it drowns the memory
Aw, but it ain't doin' jack
Yeah, I been sippin', I been buzzin'
Shootin' doubles like it's nothin'
Aw, but nothin' makes you go away

I need somethin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
Yeah, I need somethin' you proof
Aw, I need somethin' you proof

Poured 'em up 'til they shuttin' 'em down, yeah
You never ain't not around, yeah
Don't matter what time or town
I can't get you gone
Turned the bar, yeah, upside down
Just lookin' for somethin' that does it
I'd give 'em all my money

Ain't nobody sellin' nothin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
Yeah, I need somethin' you proof
Aw, I need somethin' you proof

Hey, I been mixin' liquors tryna get you gone
Aw, but I must be doin' somethin' wrong
'Cause I been workin' hard to fade your memory
Baby, but the only thing faded is me

I need somethin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
I need somethin' you proof
(Poured 'em up 'til they shuttin' 'em down, yeah)
(You never ain't not around, yeah)
Aw, I need somethin' you proof
(Don't matter what time or town)
(I can't get you gone)

(Turned the bar, yeah, upside down)
(Just lookin' for somethin' that does it)
(I'd give 'em all my money)
(Ain't nobody sellin' nothin' you proof)","country, country pop, contemporary country, the voice, bro-country"
27,28,"""Bad Habit""",Steve Lacy,"106 ContributorsTranslationsEspañolPortuguês한국어 (Korean)Русский (Russian)МакедонскиItalianoBad Habit Lyrics“Bad Habit” is the second single released for Steve Lacy’s second album, Gemini Rights. It was released on June 29th, 2022, alongside an official music video.
The song is mainly about reflecting on an… Read More 
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me

Please say to me (Please just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe


You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe","free jazz, jazz, saxophone, rnb, Avant-Garde Jazz"
28,29,"""Sunroof""",Nicky Youre and Dazy,"52 ContributorsTranslationsEspañolPortuguêsSunroof Lyrics
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da

I got my head out the sunroof
I'm blastin' our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes

You got those pretty eyes in your head, you know it
You got me dancin' in my bed, so let me show it
You are exactly what I want, kinda cool and kinda not
Wanna give myself to you

Yeah, we're drivin' down the freeway at night
I only got one thing in the back of my mind
(You got me stuck on the thought of you)
I'm feelin' like this might be my time to shine
With you, with you, with you

I got my head out the sunroof
I'm blastin' our favoritе tunes
I only got one thing on my mind
You got me stuck on thе thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes

I got my head out the sunroof
Oh woah, oh woah, ooh
You got me stuck on the thought of you
Oh woah, oh woah, ooh


Yeah, we're drivin' down the freeway at night
I only got one thing in the back of my mind
(You got me stuck on the thought of you)
I'm feelin' like this might be my time to shine
With you, with you, with you

I got my head out the sunroof
I'm blastin' our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes

La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, da-da",
29,30,"""One Right Now""",Post Malone and the Weeknd,"3 ContributorsPost Malone - One Right Now by Post Malone & The Weeknd (Polskie Tłumaczenie) Lyrics
Na-na-na-na, na-na
Na-na-na-na, oh no
Yeah, yeah

Powiedziałaś, że mnie kochasz, ale mnie to nie obchodzi
Że złamałem rękę na tej samej ścianie
Na której powiedziałaś mi, że on cię przeleciał (Oh)
Myślisz, że łatwo pieprzyć się z moimi uczuciami
Coś przychodzi, coś odchodzi (Uh)
Coś odchodzi
(Coś przychodzi, coś odchodzi, oh)
Coś przychodzi, coś odchodzi

Mówiłaś, że chcesz być matką moich dzieci
Pieprzyłem cię tak dobrze, że powinnaś mi za to płacić
Nie nazywaj mnie ""kochanie"", kiedy potraktowałaś mnie tak źle (Kiedy potraktowałaś mnie tak źle)
Lecz poradziłem sobie już z tym, co mi zrobiłaś
Oko za oko, drobnostka
Ilu twoich znajomych dogania mnie z kasą? (Czy ty jesteś w staniе mieć tyle kasy?)
Kupiłem Ci nową twarz, powinnaś mówić mi ""tato"", kochaniе
Hermès, ale upuściłaś to, kochanie
Prawda, już może nikomu nie wystarczyć

Powiedziałaś, że mnie kochasz, ale mnie to nie obchodzi
Że złamałem rękę na tej samej ścianie
Na której powiedziałaś mi, że on cię przeleciał (Że on cię przeleciał)
Myślisz, że łatwo pieprzyć się z moimi uczuciami (Uczuciami)
Coś przychodzi, coś odchodzi (Uh)
Coś odchodzi (Yeah, yeah, yeah)
(Coś przychodzi, coś odchodzi, oh, yeah)
Coś przychodzi, coś odchodzi (Yeah, yeah, yeah)
(Coś przychodzi, coś odchodzi, oh)
Coś przychodzi, coś odchodzi

Jesteś skazą mojego dziedzictwa
Nie możemy być przyjaciółmi, nie możemy być rodziną (Oh)
Prawdopodobnie pieprzysz wszystkich moich wrogów (Oh)
Nie mogę ci pozwolić być koło mnie
Oh, należysz teraz do świata
Więc po prostu zostaw mnie już w spokoju
Nie jesteśmy już w kontakcie

Powiedziałaś, że mnie kochasz, ale mnie to nie obchodzi (Nie, nie obchodzi)
Że złamałem rękę na tej samej ścianie
Na której powiedziałaś mi, że on cię przeleciał (Oh)
Myślisz, że łatwo pieprzyć się z moimi uczuciami (Uczuciami)
Coś przychodzi, coś odchodzi
Coś odchodzi (Oh yeah, oh yeah, oh yeah)
(Pieprzyć z moimi, pieprzyć z moimi uczuciami)
Coś przychodzi, coś odchodzi
(Ooh yeah, oh yeah, oh yeah)
Coś odchodzi
Coś przychodzi, coś odchodzi

(Hej)
(Coś przychodzi, coś odchodzi)
(Ooh yeah)
Coś przychodzi, coś odchodzi",
30,31,"""Good 4 U""",Olivia Rodrigo,"285 ContributorsTranslationsEspañolTürkçeSvenskaPortuguêsPortuguês日本語 (Japanese)ItalianoMagyarDeutschFrançais繁體中文 (Traditional Chinese)العربيةNorskРусский (Russian)PolskiNederlandsČeskyCatalàעברית (Hebrew)good 4 u Lyrics“good 4 u” is the third single from Olivia Rodrigo’s debut studio album, SOUR. The song’s hook is laced with sarcasm, as Olivia sharply addresses her former partner for quickly moving on from their… Read More 
(Ah)

Well, good for you, I guess you moved on really easily
You found a new girl and it only took a couple weeks
Remember when you said that you wanted to give me the world?
(World)
And good for you, I guess that you've been workin' on yourself
I guess that therapist I found for you, she really helped
Now you can be a better man for your brand-new girl (Girl)

Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you're gettin' everything you want (Ah)
You bought a new car and your career's really takin' off (Ah)
It's like we never even happened
Baby, what the fuck is up with that? (Ah)
And good for you, it's like you never even met me
Remember when you swore to God I was the only
Person who ever got you? Well, screw that, and screw you
You will never have to hurt the way you know that I do

Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

(Ah-ah-ah-ah)
(Ah-ah-ah-ah)

Maybe I'm too emotional
But your apathy's like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Maybe I'm too emotional
Your apathy is like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all

Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
Like a damn sociopath
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you moved on really easily","pop, pop rock, indie pop, rock, female vocalists"
31,32,"""Numb Little Bug""",Em Beihold,"72 ContributorsTranslationsDeutschItalianoNumb Little Bug Lyrics
I don't feel a single thing
Have the pills done too much?
Haven't caught up with my friends in weeks
And now we're outta touch
I've been drivin' in L.A
And the world, it feels too big
Like a floating ball that's bound to break
Snap my psyche like a twig

And I just wanna see
If you feel the same as me

Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like you're hangin' by a thread but you gotta survive
'Cause you gotta survive
Like your body's in the room but you're not really there
Like you have empathy inside but you don't really care
Like you're fresh outta love but it's been in the air
Am I past repair?

A little bit tired of trying to care when I don't
A little bit tired of quick repairs to cope
A little bit tired of sinkin', there's water in my boat
I'm barely breathin', tryna stay afloat
So I got these quick repairs to cope
Guess I'm just broken and broke

The prescription's on its way
With a name I can't pronounce
And the dose I gotta take
Boy, I wish that I could count

'Cause I just wanna see
If this could make me happy

Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like you're hangin' by a thread but you gotta survive
'Cause you gotta survive
Like your body's in the room but you're not really there
Like you have empathy inside but you don't really care
Like you're fresh outta love but it's been in the air
Am I past repair?

A little bit tired of trying to care when I don't
A little bit tired of quick repairs to cope
A little bit tired of sinkin', there's water in my boat
I'm barely breathin', tryna stay afloat
So I got these quick repairs to cope

Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like a numb little bug that's gotta survive
That's gotta survive","indie pop, pop, USA, american, upcoming album 2022"
