Unnamed: 0,No.,Title,Artist(s),lyrics,genres
25,26,"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,"10 ContributorsTranslationsEspañolPortuguêsTiếng ViệtCatalàDeutschEslabon Armado & Peso Pluma - Ella Baila Sola (English Translation) Lyrics
Mate, what do you think of that girl?
The one dancing alone, I like her for myself
Beautiful, she knows she's hot
Everyone's watching her dance
I approach her and lay on the charm
We drink without reservations, just temptation
I told her, ""I'm going to win over your family, and in a few days you'll be mine""
She said I'm crazy, but she likes that
No guy acts like me

Here you go, sweetheart
And all double P, man
Just like that, my buddy Pedro
All Eslabon Armado
For the young ladies
Cha-chau!

I'm not a guy with money
But when it comes to the heart, I fulfill everything for you
I held her hand tightly
My friend couldn't believe it, as I passed by
Her body, I swear to God, was so perfect
Her waist like a model's
Her eyes captivated me from the start
She liked me, and I like her",corridos tumbados; sad sierreño; corrido; sierreño; música mexicana; corridos bélicos
26,27,"""Karma""",Taylor Swift featuring Ice Spice,"5 ContributorsTranslationsEnglishsrpskiFrançaisEspañolItalianoРусский (Russian)ČeskyTürkçeSlovenščinaPolskiTaylor Swift - Karma (Remix) ft. Ice Spice (Tradução em Português) Lyrics
Karma é aquela garota, tipo (Grrah)

Você está falando merda por prazer
Viciado em traição, mas você é relevante
Você está com pavor de olhar pra baixo
Porque, se você ousar, verá a chama
De todo mundo que você queimou só pra chegar aí
Está voltando para você

E eu mantenho o meu lado da rua limpo
Você não saberia o que eu quero dizer

Porque karma é o meu namorado
Karma é um deus
Karma é a brisa no meu cabelo no fim de semana
Karma é um pensamento relaxante
Você não tem inveja que para você não é
Doce como mel? Karma é um gato
Ronronando no meu colo porque ele me ama
Flexionando como um maldito acrobata
Eu e karma vibramos assim

Karma é quando os seus cheques voltam (Caramba)
Karma é o incêndio na sua casa (Grrah)
E ela vai chegar de surpresa (Tipo)
E ela nunca vai te deixar sozinho (Caramba)
Veja ela colocar os seus inimigos no trono (Caramba)
Te fazendo balançar bandeira branca, louco pela grana
Pensando que ela vai te salvar, agora você está mudando de comportamento
Tudo bem, querido, não precisa se preocupar, o karma nunca fica preguiçoso
Então, eu mantenho minha cabeça erguida, nunca vou desistir (Nunca)
Prometo que você nunca vai ver nada menos que isso (Nunca, nunca)
Estarei balançando esse bundão, o karma é uma beleza que ganha os concursos, grrah

Porque karma é o meu namorado (Caramba)
Karma é um deus
Karma é a brisa no meu cabelo no fim de semana
Karma é um pensamento relaxante
Você não tem inveja que para você não é
Doce como mel? Karma é um gato
Ronronando no meu colo porque ele me ama
Flexionando como um maldito acrobata
Eu e karma vibramos assim (Grrah)

Me pergunte o que eu aprendi durante todos esses anos
Me pergunte o que eu ganhei com todas essas lágrimas
Me pergunte por que tantos somem, mas eu ainda estou aqui
(Eu ainda estou aqui, eu ainda estou aqui)

Porque o karma é o trovão
Chacoalhando o seu chão
Karma está no seu encalço como um caçador de recompensas
Karma vai te rastrear
Passo a passo, de cidade em cidade
Doce como a justiça, o karma é uma rainha
Karma leva todos os meus amigos ao cume (Fatos)
Karma é o cara na tela
Vindo direto para casa para mim

Porque karma é o meu namorado (Karma é o meu namorado)
Karma é um deus (Caramba)
Karma é a brisa no meu cabelo no fim de semana (Fim de semana)
Karma é um pensamento relaxante
Você não tem inveja que para você não é
Doce como mel? Karma é um gato
Ronronando no meu colo porque ele me ama
Flexionando como um maldito acrobata
Eu e karma vibramos assim

Karma é o meu namorado
Karma é um deus (Ah)
Karma é meu melhor amigo (Mmm)
Karma é um pensamento relaxante
Karma vai te colocar no seu lugar",
27,28,"""Just Wanna Rock""",Lil Uzi Vert,"111 ContributorsTranslationsEspañolРусский (Russian)PortuguêsLatviešuPolskiJust Wanna Rock Lyrics“Just Wanna Rock,” the lead single to Lil Uzi Vert’s Pink Tape, sees Uzi introduce a fresh sound away from the trap genre, moving closer to Jersey Club, a sort of electronic club music.
The short track sees… Read More 
Ah, ah, ah, ah
Ah, ah, ah
I just wanna rock
Body-ody, yeah (Shake it down)

Damn
Damn
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain’t what you want
This ain't what you want

Ha, 1600 block, I just wanna rock (Shake it down)
I just wanna, ah, ah, ah, ah, ah, ah, ah
I just wanna rock, body-ody, yeah (Shake it down)
Shawty got that body-ody, ah, ah, ah (Shake it down)
Hit it once, no ties (Shake it-shake it)
How the fuck you gon' kill my vibe? (Shake it down)
Stand on my money, don’t know my size (Shake it-shake it)
Pick them sides, and you better choose wisely (Shake it-shake it down-down)
That's my high, one, two, three, four, throw up the five  (Shake it-shake it)
That's my high

Damn
Damn (One, two, three, four, throw up the five)
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain't what you want
This ain't what you want

Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, shake it down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, damn (Down, shake it down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it-shake it)","trap, Hip-Hop, rap, emo rap, pop rap"
28,29,"""Cuff It""",Beyoncé,"83 ContributorsTranslationsTürkçeEspañolPortuguêsहिन्दी (Hindi)FrançaisΕλληνικάDeutschCUFF IT Lyrics“CUFF IT” sees Beyoncé soar on a dance-pop and funk leaning record where the thematic concept matches the groove sparked in the production.
The track is simply about falling in love, having drank in her cup,… Read More 
I feel like fallin' in love (Fallin’ in love)
I'm in the mood to fuck somethin' up (Tonight, I’m fuckin' somethin' up, baby)
I need some drink in my cup (I need a drink), hey (Pour me a drink)
I'm in the mood to fuck somethin' up (I'm in the mood to fuck somethin' up)

I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you? (Oh-la-la-la-la-la-la-la)
I wanna go where nobody’s been (I wanna go where nobody’s been)
Have you ever had fun like this? Oh, woah (Have you ever had fun? Yeah)

We gon' fuck up the night, black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night, fuck up the night
We gettin’ fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you’ll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
'Cause we gon' fuck up the night

What's in these four walls? You sexy, my love (Turn it up)
Don't miss this roll call, is you here or what? Yeah (Roll it up)
Show up, show up (Show up, show up), po' up, po' up, oh (Po' up, po' up)
You Mr. Nasty, I'll clean it up

Go where nobody's been (Go where nobody's been)
Have you ever had fun like this? (Have you ever had fun? Yeah)
I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you?

We gon' fuck up the night (Funk it up, funk it up), black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night (Funk it up, funk it up), fuck up tonight
We gettin' fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you'll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
We gon' fuck up the night

Hypersonic, sex erotic
On my body, boy, you got it
Hit them 'draulics while I ride it
Got me actin' hella thotty
So excited, so exotic
I'm a seasoned professional
Squeeze it, don't let it go
Tease it, no self-control
I got time today (I got time today, I got time)
Oh, I (I got time today, I got time)
I can't wait to come out and play
Ooh, yeah, you
Come and cuff it, cuff it, cuff it, cuff it, baby
While I buss it, buss it, buss it for you, baby
Oh, baby
Anywhere, anytime
I don't mind, I don't mind

Yeah (I don't mind)
For you (All for you)
I'm backin' the truck up, huh (Back that truck up)
For you (All for you, for you)
A bitch'll get fucked up, huh (I fuck you up)
For you (All for you)
I'm puttin' my cup up, huh (Put my cup up, yeah)
For you (All for you, you)

'Cause we gon' fuck up the night
Take flight (Woo), blindin' lights (Yeah)
Fuck it up, fuck it up, fuck it up
(Unapologetic when we fuck up the night)
Bet you you'll see stars (Night)
Bet you you'll go far (Night)
Bet you you'll levitate (Night)
Bet you you'll meet God (Party people, roll up)
Ooh (Yeah, huh)
We gon' fuck up the night (Yeah)
Spaceships fly
Fuck it up, fuck it up","rnb, pop, female vocalists, soul, Hip-Hop"
29,30,"""Vampire""",Olivia Rodrigo,"223 ContributorsTranslationsEspañolFrançaisDeutschPortuguêsShqip简体中文 (Simplified Chinese)日本語 (Japanese)ItalianoTürkçe한국어 (Korean)Русский (Russian)PolskiУкраїнськаالعربيةSvenskaBahasa IndonesiaفارسیNederlandsČeskyhrvatskiБеларускаяsrpskiCatalàvampire Lyrics“vampire” doubles as the lead single from Olivia Rodrigo’s sophomore album, GUTS, as well as her comeback single following the release of her debut album, SOUR, in 2021. A small number of lyrics for the track… Read More 
Hate to give the satisfaction asking how you're doing now
How's the castle built off people you pretend to care about?
Just what you wanted
Look at you, cool guy, you got it
I see the parties and the diamonds sometimes when I close my eyes
Six months of torture you sold as some forbidden paradise
I loved you truly
You gotta laugh at the stupidity

'Cause I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
And every girl I ever talked to told me you were bad, bad news
You called them crazy, God, I hate the way I called 'em crazy too
You're so convincing
How do you lie without flinching? (How do you lie? How do you lie? How do you lie?)
Oh, what a mesmerizing, paralyzing, fucked up little thrill
Can't figure out just how you do it and God knows I never will
Went for me and not her
'Cause girls your age know better

I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire
(Ah)
You said it was true love, but wouldn't that be hard?
You can't love anyone 'cause that would mean you had a heart
I tried to help you out, now I know that I can't
'Cause how you think's the kind of thing I'll never understand

I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, fame fucker
Bleedin' me dry like a goddamn vampire","pop, pop rock, indie pop, rock, female vocalists"
30,31,"""FukUMean""",Gunna,"118 ContributorsTranslationsРусский (Russian)PortuguêsDeutschfukumean Lyrics“fukumean” is a high-energy track where Gunna taps into the melodies that initially established him in the modern rap scene. Gunna specifically bounces back from a dark period of his life in good spirits… Read More 
(Ooh, Dunk Rock)

Fuck you mean?
Young Gunna Wunna back, callin' me splurge
Watch me jump right off the curb
Bentley Spur fly like a bird
Spin on the first and the third
Solid, I'm keepin' my word
Can't be my equal, I don't know what you heard
Crank up the foreign, I swerve
Keep me a stick if they purge
Ha, ha, ha, ha
Ha, ha, ha, ha

Fuck you mean?
Young Gunna Wunna, they workin' my nerves
I'm about to pour up some syrup
Fucking this bitch like a perv'
Smack from the back, grab her perm
Ice, the berg, uh, shittin' on all you lil' turds
Can't take that dick, wait your turn
In my own lane, we can't merge
Suck with no hands, you can learn
Let's see how much you can earn
Watch me go big likе the Worm
And I ain't smokin' no sherm
I'm in this bitch with P Liity
QP, QP-ski
All of my bitches is prеtty, they showin' they titties, it's up to the ceilin'
I let her run through a million, I rock with her really, let's fuck on a billion
I'ma get down to the gritty, then fuck up the city, the home of the villains
Ecstasy, wonderful feelin'
Smoke out the pound when I'm chillin'
Trappin', I made me a killin'
Look, I got everybody wishin'
I hope you play your position
I don't want nobody listenin'
I see the ho with precision
Get rich my only decision

Fuck you mean?
Young Gunna Wunna back, callin' me splurge
Watch me jump right off the curb
Bentley Spur fly like a bird
Spin on the first and the third
Solid, I'm keepin' my word
Can't be my equal, I don't know what you heard
Crank up the foreign, I swerve
Keep me a stick if they purge

Fuck you mean?
Fuck you mean?
Yeah
Yeah","rap, trap, Hip-Hop, hip hop, atlanta"
31,32,"""Lavender Haze""",Taylor Swift,"130 ContributorsTranslationsEspañolFrançaisPortuguês简体中文 (Simplified Chinese)srpskiMagyarItalianoУкраїнськаTürkçeNederlandsSvenskaDeutschMagyarΕλληνικάPolskiМонголРусский (Russian)Českyไทย (Thai)SlovenščinaLavender Haze Lyrics“Lavender Haze,” the love life-inspired opening Midnights‘ track, captures the feelings of a honeymoon-style relationship and is inspired by the classic 50’s phrase of the same name.
Inspired by a line from… Read More 
Meet me at midnight

Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)

I feel
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife

I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

I feel
The lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

That lavender haze

Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk

I feel (I feel)
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze","country, pop, female vocalists, singer-songwriter, acoustic"
32,33,"""Players""",Coi Leray,"57 ContributorsTranslationsTürkçePlayers Lyrics
Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

What you know about livin' on the top?
Penthouse suites, lookin' down on the opps
Took him for a test drive, left him on the lot
Time is money, so I spent it on a watch
Hold on, lil' titties showin' through the white tee
You can see the thong bustin' out my tight jeans (Okay)
Rocks on my fingers like a nigga wifed me
Got another shorty? She ain't nothin' like me

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

I go on and on and on again
He blowin' up my phone, but I'm ignorin' him
He thinkin' he the one, I got like four of him
Yeah, I'm sittin' first class like valedictorian
Uh, came a long way from rag to riches
Five-star bitch, yeah, I taste so delicious
Let him lick the plate, yeah, I make him do the dishes
Now he on News 12 'cause a bitch went missin', sheesh

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh (And it's time that we let 'em know that—), girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too","rap, Hip-Hop, trap, hip hop, new jersey"
33,34,"""Need a Favor""",Jelly Roll,"16 ContributorsNeed a Favor Lyrics
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

I know amazin' grace, but I ain't been livin' them words
Swear I spend most Sundays
Drunk off my ass than I have at church
Hard cover King James
Only been savin' dust on the nightstand
And I don't know what to say
By the time I fold my hands

I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

Amen, amen

Yeah, I owe you more than one
And beggars can't be choosers
But I'll pay for all I've done
Just pleasе don't let me lose hеr

I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

Amen, amen
Amen, amen

Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary
Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary

I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So tell me, who the hell am I to expect a savior
When I only talk to God if I need a favor?
And, God, I need a favor

Amen
God, I need a favor
Woah
Amen","rap, Hip-Hop, country rap, country, jelly roll"
34,35,"""Dance the Night""",Dua Lipa,"69 ContributorsTranslationsPortuguêsEspañolFrançaisРусский (Russian)DeutschالعربيةItalianoČeskyPolskiDance The Night Lyrics“Dance The Night” is an upbeat disco dance track by Dua Lipa. The song served as the lead single for Greta Gerwig’s Barbie soundtrack and was released on May 26, 2023 ahead of the film’s release in July. Dua… Read More 
Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?
Ooh, my outfit so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance

I could dance, I could dance, I could dance

Watch me dance, dance the night away
My hеart could be burnin', but you won't see it on my face
Watch me dancе, dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

Lately, I been movin' close to the edge
Still be lookin' my best
I stay on the beat, you can count on me
I ain't missin' no steps

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance

I could dance, I could dance, I could dance

Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

When my heart breaks (They never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play safe (Ooh), don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance

Even when the tears are flowin', they're diamonds on my face
I'll still keep the party goin', not one hair out of place (Yes, I can)
Even when the tears are flowin', they're diamonds on my face (Yes, I can, yes, I can)
I'll still keep the party goin', not one hair out of place

Watch me dance, dance the night away (Uh-huh)
My heart could be burnin', but you won't see it on my face
Watch me dance (Dance), dance the night away (Uh-huh)
I'll still keep the party runnin', not one hair out of place

When my heart breaks (They never see it, never see it)
When my world shakes (I feel alive, I feel alive)
I don't play safe, don't you know about me? (Uh-huh)
I could dance, I could dance, I could dance

Dance the night","pop, synthpop, electropop, british, female vocalists"
35,36,"""Love You Anyway""",Luke Combs,"14 ContributorsLove You Anyway Lyrics
If your kiss turned me to stone
I'd be a statue standing tall in ancient Rome
And if your touch shattered me like glass
I’d be in pieces trying to make the breaking last

If it took one look to turn my days to night
At least I'd have the stars that sparkle in your eyes

There's just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you’d be the reason this heart breaks
Oh, I'd love you anyway

I know just tryin' to write a song
I run the risk that I could get your perfect wrong
And well, I guess what I'm tryin' to say
Is there ain't words been made could shoulder so much weight

And if you turned your back on me and walked away
Not a thing about the way I feel would change

There's just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you'd be the reason this heart breaks
Oh, I’d love you anyway


There’s just some things that leave a man no choice
Like a compass needle needing its true North
Even if I knew the day we met you'd be the reason this heart breaks
Oh, I’d love you anyway

Even if I knew the day we met you'd be the reason this heart breaks
Oh, I'd love you anyway","country, country pop, contemporary country, country rock, americana"
36,37,"""One Thing at a Time""",Morgan Wallen,"19 ContributorsTranslationsPortuguêsOne Thing At A Time Lyrics
Somebody hand me a cigarette
I know I ain't had one in over a week
Somebody pour me a double shot
Been gettin' better by the day, but tonight I drink

You say I gotta get over you and get sober too
I got a lot of habits I gotta kick
But weigh out all your options and take your pick

I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

I know I got me some problems
About a thousand memories I gotta forgеt
But if I'm gonna solve 'em
Baby, I'll take all thе help I can get

If you ain't gonna kiss me
Then I'll take some whiskey, some Grizzly
Nicotine amphetamines too
You want me to stop some of that
Or you want me to stop lovin' you?
Hey, what you want me to do?

I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you

I ain't no Superman, I'm just the way I am
If I'm gonna move on, then I need me somethin' in my hand
Ain't nothin' wrong with that
And if you ain't comin' back

I can either burn the bar down
Or I can take your number out my phone
I can give you up right now
And never want you back long as I'm half-stoned
If you want me to quit you, want me to get you
Outta my heart and, baby, off my mind
I hate to tell you, girl, but I'm only quittin' one thing at a time

Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you
Aw, yeah, I hate to tell you","country, country pop, contemporary country, the voice, bro-country"
37,38,"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown","3 ContributorsTranslationsEnglishPortuguêsEspañolMetro Boomin, Future & Chris Brown - Superhero (Heroes & Villains) (Türkçe Çeviri) Lyrics

Evet, evet, iki
(Metro!)
Evet evet
Uyuşturucu içmek beni bir süper kahramana çevirdi, evet, evet
O hapı vur, beni bir süper kahramana dönüştürdü, evet, Süper
Boominati beni bir süper kahramana dönüştürdü, evet (Metro)
(Genç Metro sana güvenmiyorsa, seni vuracağım)

Yine o uyuşturucunun içindeyim, yine o akışın içindeyim
Akışı tekrar değiştirdim, evet, evet (Değiştir)
Bir paraşütten daha uçucu, o direği tеkrar tutuyor
Yine o yağın içindeyim, evеt, evet

Bardakta şeker, ödeme yapılmalı (Ne?)
Sokakların kralı, genç zenci başardı
Kalabalığı püskürterek, mezara götür
Sorun yaşamıyorum, Barre'yi yudumluyorum
Dallas'a sesleniyorum, kaltağım bir yıldız
Zenci zengin olsun, savaşa götürsen iyi olur
Tabutuna işe, karına ateş et
Kötü bir şey mi yapıyorsun, seni bir tek döverim
Sürtüğün amcığı dar olsun, onu bir arabada becereceğim
Yarın sana yepyeni bir Rollie alacağım
O yepyeni Rollie'yi koluna koydum
Yağda skrrting yaparken yavaş hareket etmiyorum
Tenis bileklikleri ve donla birlikte geldiler
Çenenize kadar Küba bağlantıları
Geniş bir adım attığımda yağmayı artırın

İki buçuk, ooh, bu en ucuzu
Kuponlar gibi bu yüzlercesini istifledim
Sana şimdilik söyledim, bir daha asla, üst kademe
İstiflenmeye başladım, dokunulmazım
Temsil edeceğim, birden fazla para
Listelerin başında olduğumda, yaklaşılmaz
Somunla ekmek, motora turbo
Tic-Tac-Toe, başka bir akbaba öldür
Onlara torbalarca mal satıyorum, sürtük yoga yapıyor
Bir ödülü hak ediyorum, bu kayalara hizmet ediyorum
Alışveriş yaptığımda yüz bin büyük, toplam bu
Garajı doldur kaltak, ben bir kralım
Cephe yok, fugazi yok
Ben atlarım, paramı alırım
Royce'u bırak, çıldırıyorum
İtiyorum, pus üzerinde sigara içiyorum
Diş ipi kullanmaya değil, Cartier tonları

Bardakta şeker, ödeme yapılmalı (Ne?)
Sokakların kralı, genç zenci yaptı
Kalabalığı püskürterek, mezara götür
Sorun yaşamıyorum, Barre'yi yudumluyorum
Dallas'a sesleniyorum, kaltağım bir yıldız
Zenci zengin olsun, savaşa götürsen iyi olur
Tabutuna işe, karına ateş et
Kötü bir şey mi yapıyorsun, seni bir tek döverim
Sürtüğün amcığı dar olsun, onu bir arabada becereceğim
Yarın sana yepyeni bir Rollie alacağım
O yepyeni Rollie'yi koluna koydum
Yağda skrrting yaparken yavaş hareket etmiyorum
Tenis bileklikleri ve donla birlikte geldiler
Çenenize kadar Küba bağlantıları
Geniş bir adım attığımda yağmayı artırın



Kara Şövalye hissi, öl ve bir kahraman ol
Ya da bir kötü adam olduğunu görecek kadar uzun yaşa
Yükselir yükselmez, bu zenciler seni aşağı indirmek istiyor
Dünyanın yükü omuzlarımda, tacı tut
Pelerinim yok, bu yüzden şimdi seni kurtaramam
Zenciler nefret etmek istiyor (Evet) senin boğulduğunu görmeyi tercih ederler (Evet)
Ve dünya dönmeye devam ediyor
Sanki içindeki tek kişi benmişim gibi (Tek kişi ben miyim? Neden?)
Senin kazandığını görmek istemiyorlar (Hayır, hayır, hayır, hayır)
Peki asıl kötü adam kim? (Evet, ooh)
Kötü adam kim? Kötü adam kim?
Bir kötü adam olduğunu görecek kadar uzun yaşa",
38,39,"""Bad Habit""",Steve Lacy,"106 ContributorsTranslationsEspañolPortuguês한국어 (Korean)Русский (Russian)МакедонскиItalianoBad Habit Lyrics“Bad Habit” is the second single released for Steve Lacy’s second album, Gemini Rights. It was released on June 29th, 2022, alongside an official music video.
The song is mainly about reflecting on an… Read More 
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me

Please say to me (Please just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe


You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe","free jazz, jazz, saxophone, rnb, Avant-Garde Jazz"
